PAIMS_ADDRESS.CIVIC_ADDRESS,PAIMS_ADDRESS.CITY,Data Conversion.CIVIC_ADDRESS,Data Conversion.CITY,ErrorCode,ErrorColumn
1085-hidden,CAMPBELL RIVER,1085-hidden,CAMPBELL RIVER,-1071607778,0
1086-hidden,CAMPBELL RIVER,1086-hidden,CAMPBELL RIVER,-1071607778,0
1087-hidden,CAMPBELL RIVER,1087-hidden,CAMPBELL RIVER,-1071607778,0
1095-hidden,COURTENAY,1095-hidden,COURTENAY,-1071607778,0
1105-hidden,Vernon,1105-hidden,Vernon,-1071607778,0
1106-hidden,Kelowna,1106-hidden,Kelowna,-1071607778,0
1107-hidden,Vernon,1107-hidden,Vernon,-1071607778,0
1115-hidden,Vernon,1115-hidden,Vernon,-1071607778,0
1125-hidden,Princeton,1125-hidden,Princeton,-1071607778,0
1126-hidden,Princeton,1126-hidden,Princeton,-1071607778,0
1135-hidden,Trepanier Creek,1135-hidden,Trepanier Creek,-1071607778,0
1145-hidden,Pemberton,1145-hidden,Pemberton,-1071607778,0
1158-hidden,Fort St. John,1158-hidden,Fort St. John,-1071607778,0
1159-hidden,Fort St. John,1159-hidden,Fort St. John,-1071607778,0
1160-hidden,Fort St. John,1160-hidden,Fort St. John,-1071607778,0
1161-hidden,Fort St. John,1161-hidden,Fort St. John,-1071607778,0
1165-hidden,Nanaimo,1165-hidden,Nanaimo,-1071607778,0
1166-hidden,Nanaimo,1166-hidden,Nanaimo,-1071607778,0
1167-hidden,Victoria,1167-hidden,Victoria,-1071607778,0
1175-hidden,VICTORIA,1175-hidden,VICTORIA,-1071607778,0
1176-hidden,Kamloops,1176-hidden,Kamloops,-1071607778,0
404-hidden,North Vancouver,404-hidden,North Vancouver,-1071607778,0
405-hidden,North Vancouver,405-hidden,North Vancouver,-1071607778,0
406-hidden,Burnaby,406-hidden,Burnaby,-1071607778,0
407-hidden,Coquitlam,407-hidden,Coquitlam,-1071607778,0
408-hidden,Burnaby,408-hidden,Burnaby,-1071607778,0
409-hidden,Delta,409-hidden,Delta,-1071607778,0
410-hidden,Delta,410-hidden,Delta,-1071607778,0
411-hidden,New Westminster,411-hidden,New Westminster,-1071607778,0
412-hidden,Richmond,412-hidden,Richmond,-1071607778,0
413-hidden,Burnaby,413-hidden,Burnaby,-1071607778,0
421-hidden,China Creek,421-hidden,China Creek,-1071607778,0
422-hidden,Castlegar,422-hidden,Castlegar,-1071607778,0
423-hidden,LANTZVILLE,423-hidden,LANTZVILLE,-1071607778,0
424-hidden,,424-hidden,,-1071607778,0
1410-hidden,Burnaby,1410-hidden,Burnaby,-1071607778,0
1411-hidden,Coquitlam,1411-hidden,Coquitlam,-1071607778,0
1412-hidden,Coquitlam,1412-hidden,Coquitlam,-1071607778,0
2322-hidden,PORT ALBERNI,2322-hidden,PORT ALBERNI,-1071607778,0
2323-hidden,PORT ALBERNI,2323-hidden,PORT ALBERNI,-1071607778,0
2324-hidden,PORT ALBERNI,2324-hidden,PORT ALBERNI,-1071607778,0
2325-hidden,PORT ALBERNI,2325-hidden,PORT ALBERNI,-1071607778,0
2326-hidden,PORT ALBERNI,2326-hidden,PORT ALBERNI,-1071607778,0
2327-hidden,PORT ALBERNI,2327-hidden,PORT ALBERNI,-1071607778,0
2328-hidden,PORT ALBERNI,2328-hidden,PORT ALBERNI,-1071607778,0
2329-hidden,PORT ALBERNI,2329-hidden,PORT ALBERNI,-1071607778,0
2330-hidden,PORT ALBERNI,2330-hidden,PORT ALBERNI,-1071607778,0
2331-hidden,PORT ALBERNI,2331-hidden,PORT ALBERNI,-1071607778,0
2332-hidden,PORT ALBERNI,2332-hidden,PORT ALBERNI,-1071607778,0
2333-hidden,PORT ALBERNI,2333-hidden,PORT ALBERNI,-1071607778,0
2334-hidden,PORT ALBERNI,2334-hidden,PORT ALBERNI,-1071607778,0
2335-hidden,PORT ALBERNI,2335-hidden,PORT ALBERNI,-1071607778,0
2336-hidden,PORT ALBERNI,2336-hidden,PORT ALBERNI,-1071607778,0
2337-hidden,PORT ALBERNI,2337-hidden,PORT ALBERNI,-1071607778,0
2338-hidden,PORT ALBERNI,2338-hidden,PORT ALBERNI,-1071607778,0
1816-hidden,Oliver,1816-hidden,Oliver,-1071607778,0
1817-hidden,Oliver,1817-hidden,Oliver,-1071607778,0
1818-hidden,Oliver,1818-hidden,Oliver,-1071607778,0
1819-hidden,Oliver,1819-hidden,Oliver,-1071607778,0
1820-hidden,Oliver,1820-hidden,Oliver,-1071607778,0
1821-hidden,Oliver,1821-hidden,Oliver,-1071607778,0
1822-hidden,Oliver,1822-hidden,Oliver,-1071607778,0
1823-hidden,Oliver,1823-hidden,Oliver,-1071607778,0
1824-hidden,Cawston,1824-hidden,Cawston,-1071607778,0
1825-hidden,Cawston,1825-hidden,Cawston,-1071607778,0
1826-hidden,Cawston,1826-hidden,Cawston,-1071607778,0
1830-hidden,Rural,1830-hidden,Rural,-1071607778,0
1831-hidden,Rural,1831-hidden,Rural,-1071607778,0
1836-hidden,Rural,1836-hidden,Rural,-1071607778,0
1837-hidden,Trout Creek,1837-hidden,Trout Creek,-1071607778,0
1839-hidden,Oyama,1839-hidden,Oyama,-1071607778,0
1840-hidden,Oyama,1840-hidden,Oyama,-1071607778,0
1841-hidden,Oyama,1841-hidden,Oyama,-1071607778,0
1843-hidden,Oliver,1843-hidden,Oliver,-1071607778,0
1844-hidden,Oliver,1844-hidden,Oliver,-1071607778,0
1845-hidden,Oliver,1845-hidden,Oliver,-1071607778,0
1846-hidden,Oliver,1846-hidden,Oliver,-1071607778,0
1847-hidden,Oliver,1847-hidden,Oliver,-1071607778,0
1848-hidden,Oliver,1848-hidden,Oliver,-1071607778,0
1849-hidden,Kelowna,1849-hidden,Kelowna,-1071607778,0
1850-hidden,Westbank,1850-hidden,Westbank,-1071607778,0
1851-hidden,Peachland,1851-hidden,Peachland,-1071607778,0
1852-hidden,Ladysmith,1852-hidden,Ladysmith,-1071607778,0
1853-hidden,Ladysmith,1853-hidden,Ladysmith,-1071607778,0
1854-hidden,Summerland,1854-hidden,Summerland,-1071607778,0
1858-hidden,Summerland,1858-hidden,Summerland,-1071607778,0
2470-hidden,Grindrod,2470-hidden,Grindrod,-1071607778,0
2471-hidden,Victoria,2471-hidden,Victoria,-1071607778,0
1970-hidden,Merritt,1970-hidden,Merritt,-1071607778,0
1971-hidden,Barriere,1971-hidden,Barriere,-1071607778,0
1972-hidden,Spences Brdg-rural,1972-hidden,Spences Brdg-rural,-1071607778,0
1973-hidden,Kamloops,1973-hidden,Kamloops,-1071607778,0
1974-hidden,Kamloops,1974-hidden,Kamloops,-1071607778,0
1975-hidden,Merritt-Rural,1975-hidden,Merritt-Rural,-1071607778,0
1976-hidden,Clearwater,1976-hidden,Clearwater,-1071607778,0
1977-hidden,Kamloops,1977-hidden,Kamloops,-1071607778,0
1978-hidden,Spences Bridge,1978-hidden,Spences Bridge,-1071607778,0
1979-hidden,Lytton,1979-hidden,Lytton,-1071607778,0
1980-hidden,Merritt - Rural,1980-hidden,Merritt - Rural,-1071607778,0
1981-hidden,Coldstream,1981-hidden,Coldstream,-1071607778,0
1982-hidden,Coldstream,1982-hidden,Coldstream,-1071607778,0
1983-hidden,Blind Bay,1983-hidden,Blind Bay,-1071607778,0
1984-hidden,Malakwa,1984-hidden,Malakwa,-1071607778,0
1986-hidden,Kamloops,1986-hidden,Kamloops,-1071607778,0
1996-hidden,Castlegar,1996-hidden,Castlegar,-1071607778,0
1997-hidden,Crescent Valley,1997-hidden,Crescent Valley,-1071607778,0
1998-hidden,Trail,1998-hidden,Trail,-1071607778,0
1999-hidden,Sparwood,1999-hidden,Sparwood,-1071607778,0
2000-hidden,Creston,2000-hidden,Creston,-1071607778,0
2004-hidden,Wynndel,2004-hidden,Wynndel,-1071607778,0
2001-hidden,Kamloops,2001-hidden,Kamloops,-1071607778,0
2002-hidden,Kamloops,2002-hidden,Kamloops,-1071607778,0
1416-hidden,Langley,1416-hidden,Langley,-1071607778,0
1417-hidden,Langley,1417-hidden,Langley,-1071607778,0
1418-hidden,Abbotsford,1418-hidden,Abbotsford,-1071607778,0
1419-hidden,Abbotsford,1419-hidden,Abbotsford,-1071607778,0
1426-hidden,Chilliwack,1426-hidden,Chilliwack,-1071607778,0
1436-hidden,Abbotsford,1436-hidden,Abbotsford,-1071607778,0
1437-hidden,Abbotsford,1437-hidden,Abbotsford,-1071607778,0
1438-hidden,Mission,1438-hidden,Mission,-1071607778,0
1439-hidden,Mission,1439-hidden,Mission,-1071607778,0
1440-hidden,Mission,1440-hidden,Mission,-1071607778,0
1441-hidden,Mission,1441-hidden,Mission,-1071607778,0
1442-hidden,Mission,1442-hidden,Mission,-1071607778,0
1443-hidden,Mission,1443-hidden,Mission,-1071607778,0
1444-hidden,Mission,1444-hidden,Mission,-1071607778,0
1445-hidden,Mission,1445-hidden,Mission,-1071607778,0
1446-hidden,Mission,1446-hidden,Mission,-1071607778,0
1447-hidden,Mission,1447-hidden,Mission,-1071607778,0
1448-hidden,Mission,1448-hidden,Mission,-1071607778,0
2098-hidden,Warfield,2098-hidden,Warfield,-1071607778,0
2099-hidden,South Slocan,2099-hidden,South Slocan,-1071607778,0
2100-hidden,Yahk,2100-hidden,Yahk,-1071607778,0
2101-hidden,Rossland,2101-hidden,Rossland,-1071607778,0
2106-hidden,Rossland,2106-hidden,Rossland,-1071607778,0
591-hidden,Quesnel,591-hidden,Quesnel,-1071607778,0
592-hidden,Moyie,592-hidden,Moyie,-1071607778,0
593-hidden,Fernie,593-hidden,Fernie,-1071607778,0
594-hidden,Prince George,594-hidden,Prince George,-1071607778,0
595-hidden,Port Alberni,595-hidden,Port Alberni,-1071607778,0
596-hidden,Port Alberni,596-hidden,Port Alberni,-1071607778,0
597-hidden,Little Fort,597-hidden,Little Fort,-1071607778,0
598-hidden,Little Fort,598-hidden,Little Fort,-1071607778,0
601-hidden,Port Alberni,601-hidden,Port Alberni,-1071607778,0
605-hidden,Fort St. John,605-hidden,Fort St. John,-1071607778,0
606-hidden,Fort St. John,606-hidden,Fort St. John,-1071607778,0
607-hidden,Fort St. John,607-hidden,Fort St. John,-1071607778,0
608-hidden,Fort St. John,608-hidden,Fort St. John,-1071607778,0
609-hidden,Squatters Cove,609-hidden,Squatters Cove,-1071607778,0
610-hidden,Zeballos,610-hidden,Zeballos,-1071607778,0
611-hidden,Squatters Cove,611-hidden,Squatters Cove,-1071607778,0
612-hidden,Mud Bay,612-hidden,Mud Bay,-1071607778,0
613-hidden,Coquitlam,613-hidden,Coquitlam,-1071607778,0
621-hidden,Ryan,621-hidden,Ryan,-1071607778,0
622-hidden,Elko,622-hidden,Elko,-1071607778,0
623-hidden,Cranbrook,623-hidden,Cranbrook,-1071607778,0
624-hidden,Crowsnest,624-hidden,Crowsnest,-1071607778,0
625-hidden,Tochty,625-hidden,Tochty,-1071607778,0
626-hidden,Fort Steele,626-hidden,Fort Steele,-1071607778,0
627-hidden,Cranbrook,627-hidden,Cranbrook,-1071607778,0
628-hidden,Cranbrook,628-hidden,Cranbrook,-1071607778,0
629-hidden,Yahk,629-hidden,Yahk,-1071607778,0
631-hidden,Revelstoke,631-hidden,Revelstoke,-1071607778,0
632-hidden,Revelstoke,632-hidden,Revelstoke,-1071607778,0
633-hidden,Revelstoke,633-hidden,Revelstoke,-1071607778,0
634-hidden,Revelstoke,634-hidden,Revelstoke,-1071607778,0
635-hidden,Revelstoke,635-hidden,Revelstoke,-1071607778,0
2472-hidden,Victoria,2472-hidden,Victoria,-1071607778,0
2473-hidden,Victoria,2473-hidden,Victoria,-1071607778,0
2476-hidden,Lantzville, BC,2476-hidden,Lantzville, BC,-1071607778,0
2477-hidden,Victoria,2477-hidden,Victoria,-1071607778,0
2478-hidden,Ladysmith,2478-hidden,Ladysmith,-1071607778,0
2479-hidden,Ladysmith,2479-hidden,Ladysmith,-1071607778,0
2480-hidden,Ladysmith,2480-hidden,Ladysmith,-1071607778,0
2486-hidden,Nanoose,2486-hidden,Nanoose,-1071607778,0
2487-hidden,Nanoose,2487-hidden,Nanoose,-1071607778,0
2488-hidden,Little Fort,2488-hidden,Little Fort,-1071607778,0
2489-hidden,Little Fort,2489-hidden,Little Fort,-1071607778,0
2490-hidden,Nanaimo,2490-hidden,Nanaimo,-1071607778,0
2491-hidden,Nanaimo,2491-hidden,Nanaimo,-1071607778,0
2492-hidden,Nanaimo,2492-hidden,Nanaimo,-1071607778,0
2493-hidden,Nanaimo,2493-hidden,Nanaimo,-1071607778,0
2496-hidden,Alert Bay,2496-hidden,Alert Bay,-1071607778,0
2497-hidden,Alert Bay,2497-hidden,Alert Bay,-1071607778,0
2498-hidden,Alert Bay,2498-hidden,Alert Bay,-1071607778,0
2499-hidden,Alert Bay,2499-hidden,Alert Bay,-1071607778,0
2500-hidden,VICTORIA,2500-hidden,VICTORIA,-1071607778,0
2501-hidden,VICTORIA,2501-hidden,VICTORIA,-1071607778,0
2502-hidden,VICTORIA,2502-hidden,VICTORIA,-1071607778,0
2503-hidden,VICTORIA,2503-hidden,VICTORIA,-1071607778,0
2504-hidden,VICTORIA,2504-hidden,VICTORIA,-1071607778,0
2505-hidden,VICTORIA,2505-hidden,VICTORIA,-1071607778,0
2506-hidden,VICTORIA,2506-hidden,VICTORIA,-1071607778,0
2597-hidden,Campbell River,2597-hidden,Campbell River,-1071607778,0
2598-hidden,Campbell River,2598-hidden,Campbell River,-1071607778,0
2599-hidden,Campbell River,2599-hidden,Campbell River,-1071607778,0
2600-hidden,Campbell River,2600-hidden,Campbell River,-1071607778,0
2601-hidden,Campbell River,2601-hidden,Campbell River,-1071607778,0
2603-hidden,Kamloops,2603-hidden,Kamloops,-1071607778,0
2604-hidden,Kamloops,2604-hidden,Kamloops,-1071607778,0
2605-hidden,Kamloops,2605-hidden,Kamloops,-1071607778,0
2606-hidden,Kaslo,2606-hidden,Kaslo,-1071607778,0
2607-hidden,Sirdar,2607-hidden,Sirdar,-1071607778,0
2608-hidden,Windermere,2608-hidden,Windermere,-1071607778,0
2616-hidden,Burnaby,2616-hidden,Burnaby,-1071607778,0
2617-hidden,Delta,2617-hidden,Delta,-1071607778,0
2618-hidden,Hope,2618-hidden,Hope,-1071607778,0
2626-hidden,Kamloops,2626-hidden,Kamloops,-1071607778,0
2627-hidden,Kamloops,2627-hidden,Kamloops,-1071607778,0
2628-hidden,Barriere,2628-hidden,Barriere,-1071607778,0
2629-hidden,Kamloops,2629-hidden,Kamloops,-1071607778,0
2630-hidden,Rayleigh,2630-hidden,Rayleigh,-1071607778,0
2631-hidden,Sicamous,2631-hidden,Sicamous,-1071607778,0
2636-hidden,,2636-hidden,,-1071607778,0
2646-hidden,Sorrento,2646-hidden,Sorrento,-1071607778,0
2647-hidden,Tappen,2647-hidden,Tappen,-1071607778,0
2656-hidden,VICTORIA,2656-hidden,VICTORIA,-1071607778,0
2657-hidden,VICTORIA,2657-hidden,VICTORIA,-1071607778,0
2658-hidden,VICTORIA,2658-hidden,VICTORIA,-1071607778,0
2659-hidden,VICTORIA,2659-hidden,VICTORIA,-1071607778,0
2660-hidden,VICTORIA,2660-hidden,VICTORIA,-1071607778,0
2661-hidden,VICTORIA,2661-hidden,VICTORIA,-1071607778,0
2107-hidden,Trail,2107-hidden,Trail,-1071607778,0
2108-hidden,Trail,2108-hidden,Trail,-1071607778,0
2109-hidden,Trail,2109-hidden,Trail,-1071607778,0
2110-hidden,Kamloops,2110-hidden,Kamloops,-1071607778,0
2111-hidden,Trail,2111-hidden,Trail,-1071607778,0
2112-hidden,Trail,2112-hidden,Trail,-1071607778,0
2113-hidden,Trail,2113-hidden,Trail,-1071607778,0
2116-hidden,Trail,2116-hidden,Trail,-1071607778,0
2117-hidden,Trail,2117-hidden,Trail,-1071607778,0
2118-hidden,Cedar,2118-hidden,Cedar,-1071607778,0
2119-hidden,Trail,2119-hidden,Trail,-1071607778,0
2120-hidden,Trail,2120-hidden,Trail,-1071607778,0
2126-hidden,Ladysmith,2126-hidden,Ladysmith,-1071607778,0
2136-hidden,Shawnigan Lake,2136-hidden,Shawnigan Lake,-1071607778,0
2146-hidden,Sicamous,2146-hidden,Sicamous,-1071607778,0
2156-hidden,Ymir,2156-hidden,Ymir,-1071607778,0
2157-hidden,Trail,2157-hidden,Trail,-1071607778,0
2158-hidden,Ymir,2158-hidden,Ymir,-1071607778,0
2159-hidden,Trail,2159-hidden,Trail,-1071607778,0
2160-hidden,Trail,2160-hidden,Trail,-1071607778,0
2161-hidden,Trail,2161-hidden,Trail,-1071607778,0
2162-hidden,Kimberley,2162-hidden,Kimberley,-1071607778,0
2163-hidden,Erickson,2163-hidden,Erickson,-1071607778,0
2164-hidden,Erickson,2164-hidden,Erickson,-1071607778,0
2788-hidden,Revelstoke,2788-hidden,Revelstoke,-1071607778,0
2789-hidden,Trail,2789-hidden,Trail,-1071607778,0
2790-hidden,Kaslo,2790-hidden,Kaslo,-1071607778,0
2791-hidden,Fruitvale,2791-hidden,Fruitvale,-1071607778,0
2792-hidden,Nelson,2792-hidden,Nelson,-1071607778,0
151-hidden,Port Coquitlam,151-hidden,Port Coquitlam,-1071607778,0
152-hidden,Port Coquitlam,152-hidden,Port Coquitlam,-1071607778,0
153-hidden,Port Coquitlam,153-hidden,Port Coquitlam,-1071607778,0
154-hidden,Delta,154-hidden,Delta,-1071607778,0
155-hidden,New Westinster,155-hidden,New Westinster,-1071607778,0
157-hidden,Port Coquitlam,157-hidden,Port Coquitlam,-1071607778,0
158-hidden,New Westminster,158-hidden,New Westminster,-1071607778,0
159-hidden,New Westminster,159-hidden,New Westminster,-1071607778,0
160-hidden,Surrey,160-hidden,Surrey,-1071607778,0
161-hidden,Surrey,161-hidden,Surrey,-1071607778,0
162-hidden,Surrey/Coquitlam,162-hidden,Surrey/Coquitlam,-1071607778,0
163-hidden,Ashcroft - Rural,163-hidden,Ashcroft - Rural,-1071607778,0
164-hidden,Kamloops-Rural,164-hidden,Kamloops-Rural,-1071607778,0
636-hidden,Revelstoke,636-hidden,Revelstoke,-1071607778,0
637-hidden,Golden,637-hidden,Golden,-1071607778,0
638-hidden,Golden,638-hidden,Golden,-1071607778,0
639-hidden,Harrogate,639-hidden,Harrogate,-1071607778,0
194-hidden,Maple Ridge,194-hidden,Maple Ridge,-1071607778,0
195-hidden,Lytton,195-hidden,Lytton,-1071607778,0
196-hidden,Drynoch,196-hidden,Drynoch,-1071607778,0
197-hidden,Spences Bridge,197-hidden,Spences Bridge,-1071607778,0
198-hidden,Coquitlam,198-hidden,Coquitlam,-1071607778,0
199-hidden,Hope,199-hidden,Hope,-1071607778,0
200-hidden,Drynoch,200-hidden,Drynoch,-1071607778,0
201-hidden,Lytton,201-hidden,Lytton,-1071607778,0
202-hidden,Ashcroft,202-hidden,Ashcroft,-1071607778,0
203-hidden,Ashcroft Rural,203-hidden,Ashcroft Rural,-1071607778,0
204-hidden,Ashcroft Rural,204-hidden,Ashcroft Rural,-1071607778,0
205-hidden,Drynoch,205-hidden,Drynoch,-1071607778,0
206-hidden,Drynoch,206-hidden,Drynoch,-1071607778,0
207-hidden,Monte Creek,207-hidden,Monte Creek,-1071607778,0
208-hidden,Ashcroft Rural,208-hidden,Ashcroft Rural,-1071607778,0
209-hidden,Sicamous,209-hidden,Sicamous,-1071607778,0
210-hidden,Ashcroft Rural,210-hidden,Ashcroft Rural,-1071607778,0
211-hidden,Drynoch,211-hidden,Drynoch,-1071607778,0
212-hidden,Comox,212-hidden,Comox,-1071607778,0
213-hidden,Comox,213-hidden,Comox,-1071607778,0
214-hidden,Lytton,214-hidden,Lytton,-1071607778,0
215-hidden,Drynoch,215-hidden,Drynoch,-1071607778,0
216-hidden,Drynoch,216-hidden,Drynoch,-1071607778,0
217-hidden,Salmon Arm,217-hidden,Salmon Arm,-1071607778,0
218-hidden,Ashcroft Rural,218-hidden,Ashcroft Rural,-1071607778,0
219-hidden,Bamfield,219-hidden,Bamfield,-1071607778,0
220-hidden,Bamfield,220-hidden,Bamfield,-1071607778,0
221-hidden,Bamfield,221-hidden,Bamfield,-1071607778,0
231-hidden,Prichard,231-hidden,Prichard,-1071607778,0
232-hidden,Canoe,232-hidden,Canoe,-1071607778,0
233-hidden,Lytton,233-hidden,Lytton,-1071607778,0
295-hidden,OK Falls,295-hidden,OK Falls,-1071607778,0
296-hidden,Okanagan Falls,296-hidden,Okanagan Falls,-1071607778,0
297-hidden,Whonnock,297-hidden,Whonnock,-1071607778,0
298-hidden,Quilchena,298-hidden,Quilchena,-1071607778,0
299-hidden,North Bend,299-hidden,North Bend,-1071607778,0
300-hidden,Quilchena,300-hidden,Quilchena,-1071607778,0
301-hidden,Abbotsford,301-hidden,Abbotsford,-1071607778,0
302-hidden,Spuzzum,302-hidden,Spuzzum,-1071607778,0
303-hidden,Erroch,303-hidden,Erroch,-1071607778,0
304-hidden,Pitt Meadows,304-hidden,Pitt Meadows,-1071607778,0
305-hidden,Lytton,305-hidden,Lytton,-1071607778,0
306-hidden,Coquitlam,306-hidden,Coquitlam,-1071607778,0
307-hidden,Coquitlam,307-hidden,Coquitlam,-1071607778,0
308-hidden,Coquitlam,308-hidden,Coquitlam,-1071607778,0
309-hidden,Hope,309-hidden,Hope,-1071607778,0
310-hidden,Ashcroft,310-hidden,Ashcroft,-1071607778,0
1185-hidden,Cranbrook,1185-hidden,Cranbrook,-1071607778,0
2796-hidden,Golden,2796-hidden,Golden,-1071607778,0
2797-hidden,Fernie,2797-hidden,Fernie,-1071607778,0
2798-hidden,Nakusp,2798-hidden,Nakusp,-1071607778,0
2799-hidden,Fairmont,2799-hidden,Fairmont,-1071607778,0
2800-hidden,Perry Siding,2800-hidden,Perry Siding,-1071607778,0
2801-hidden,Canal Flats,2801-hidden,Canal Flats,-1071607778,0
2802-hidden,Burnaby,2802-hidden,Burnaby,-1071607778,0
2803-hidden,Burnaby,2803-hidden,Burnaby,-1071607778,0
2804-hidden,Moyie,2804-hidden,Moyie,-1071607778,0
2805-hidden,Moyie,2805-hidden,Moyie,-1071607778,0
2806-hidden,Moyie,2806-hidden,Moyie,-1071607778,0
2807-hidden,Moyie,2807-hidden,Moyie,-1071607778,0
2808-hidden,Moyie,2808-hidden,Moyie,-1071607778,0
2809-hidden,Moyie,2809-hidden,Moyie,-1071607778,0
2810-hidden,Moyie,2810-hidden,Moyie,-1071607778,0
2811-hidden,Coquitlam,2811-hidden,Coquitlam,-1071607778,0
2812-hidden,Coquitlam,2812-hidden,Coquitlam,-1071607778,0
2813-hidden,Needles,2813-hidden,Needles,-1071607778,0
2814-hidden,New Westminster,2814-hidden,New Westminster,-1071607778,0
2815-hidden,New Westminster,2815-hidden,New Westminster,-1071607778,0
2816-hidden,Revelstoke,2816-hidden,Revelstoke,-1071607778,0
2817-hidden,Wynndel,2817-hidden,Wynndel,-1071607778,0
2818-hidden,near Oyama,2818-hidden,near Oyama,-1071607778,0
2819-hidden,near Oyama,2819-hidden,near Oyama,-1071607778,0
2820-hidden,Port Moody,2820-hidden,Port Moody,-1071607778,0
425-hidden,NANOOSE,425-hidden,NANOOSE,-1071607778,0
426-hidden,NANOOSE,426-hidden,NANOOSE,-1071607778,0
427-hidden,NANOOSE,427-hidden,NANOOSE,-1071607778,0
128-hidden,Hope,128-hidden,Hope,-1071607778,0
130-hidden,Salmon Arm,130-hidden,Salmon Arm,-1071607778,0
131-hidden,Salmon Arm,131-hidden,Salmon Arm,-1071607778,0
132-hidden,Trail,132-hidden,Trail,-1071607778,0
133-hidden,Trail,133-hidden,Trail,-1071607778,0
134-hidden,Trail,134-hidden,Trail,-1071607778,0
135-hidden,Trail,135-hidden,Trail,-1071607778,0
136-hidden,Trail,136-hidden,Trail,-1071607778,0
137-hidden,North Vancouver,137-hidden,North Vancouver,-1071607778,0
139-hidden,North Vancouver,139-hidden,North Vancouver,-1071607778,0
140-hidden,North Vancouver,140-hidden,North Vancouver,-1071607778,0
141-hidden,North Vancouver,141-hidden,North Vancouver,-1071607778,0
142-hidden,North Vancouver,142-hidden,North Vancouver,-1071607778,0
143-hidden,Vancouver,143-hidden,Vancouver,-1071607778,0
144-hidden,North Vancouver,144-hidden,North Vancouver,-1071607778,0
145-hidden,North Vancouver,145-hidden,North Vancouver,-1071607778,0
146-hidden,North Vancouver,146-hidden,North Vancouver,-1071607778,0
835-hidden,Nakusp,835-hidden,Nakusp,-1071607778,0
836-hidden,Nakusp,836-hidden,Nakusp,-1071607778,0
837-hidden,Golden,837-hidden,Golden,-1071607778,0
838-hidden,Telkwa,838-hidden,Telkwa,-1071607778,0
839-hidden,Smithers,839-hidden,Smithers,-1071607778,0
840-hidden,Nelson,840-hidden,Nelson,-1071607778,0
841-hidden,Port Edward,841-hidden,Port Edward,-1071607778,0
851-hidden,Spillimacheen,851-hidden,Spillimacheen,-1071607778,0
852-hidden,Sparwood,852-hidden,Sparwood,-1071607778,0
853-hidden,Sparwood,853-hidden,Sparwood,-1071607778,0
855-hidden,Surrey,855-hidden,Surrey,-1071607778,0
856-hidden,Chilliwack,856-hidden,Chilliwack,-1071607778,0
857-hidden,Delta,857-hidden,Delta,-1071607778,0
861-hidden,Port Moody,861-hidden,Port Moody,-1071607778,0
862-hidden,Wasa,862-hidden,Wasa,-1071607778,0
863-hidden,Vancouver,863-hidden,Vancouver,-1071607778,0
864-hidden,New Westminster,864-hidden,New Westminster,-1071607778,0
865-hidden,Pitt Meadows,865-hidden,Pitt Meadows,-1071607778,0
353-hidden,Mission,353-hidden,Mission,-1071607778,0
875-hidden,Castlegar,875-hidden,Castlegar,-1071607778,0
876-hidden,Salt Spring Island,876-hidden,Salt Spring Island,-1071607778,0
877-hidden,Kaslo,877-hidden,Kaslo,-1071607778,0
1859-hidden,Summerland,1859-hidden,Summerland,-1071607778,0
